CODIGO;LARGO;ANCHO;CANT;MATERIAL;ESPESOR;CATEGORIA;OC;CONCAT;COINC;DESCRIPCION
RT.1000020;1260;526;2;DM CRUDO 68MM;68;MPRIMA / MADERA DM CRUDO 68MM;OC/220103/122518;1260x526xMPRIMA / MADERA DM CRUDO 68MM;1;DM CRUDO 68MM 1260X0526X68MM
